Znak,P1_1,P1_2,P2_1,P2_2,P3_1,P3_2,P4_1,P4_2,P5_1,P5_2
s,16903,25708,16413,26478,16834,20021,24116,16548,14722,18743
s,16901,26629,16412,26332,16839,20024,24124,16537,14717,18731
s,16901,26646,16411,26345,16840,20024,24117,16541,14721,18742
s,16901,26285,16414,24017,16838,20023,24112,16544,14720,18746
s,16900,26572,16413,23036,16842,20029,24108,16535,14719,18740
s,16899,26479,16412,26451,16843,20034,24100,16533,14718,18743
s,16899,24144,16410,20204,16844,19994,24104,16544,14706,18731
s,16898,25949,16412,26562,16847,20050,24140,16531,14714,18742
s,16895,23011,16414,26406,16852,20111,24137,16528,14714,18735
s,16894,25447,16443,25932,17209,19796,23173,16690,15188,19205
s,16892,26670,16413,26430,16854,20133,24141,16527,14715,18734
s,16891,25872,16453,17018,17225,19786,23033,16692,15499,19045
s,16890,24619,16451,26565,17220,19785,23092,16692,15508,19033
s,16890,26653,16411,26327,16853,20132,24118,16524,14712,18711
s,16889,24279,16451,26525,17222,19783,22880,16689,15522,19019
s,16889,25593,16451,26533,17223,19785,22894,16689,15493,19039
s,16889,25695,16451,26543,17223,19786,23000,16691,15429,19101
s,16889,26584,16451,26570,17222,19785,23055,16691,15386,19141
s,16889,26600,16451,26475,17222,19783,23080,16694,15405,19135
s,16889,26607,16412,26441,16854,20136,24117,16522,14712,18734
s,16888,26666,16409,26440,16854,20139,24108,16517,14711,18726
s,16887,25053,16451,26526,17220,19784,22884,16691,15440,19080
s,16887,26671,16411,26439,16854,20140,24117,16520,14711,18727
s,16886,11453,16382,18289,16860,20034,24103,16525,14626,19761
s,16885,26592,16450,26520,17219,19782,22908,16684,15542,18961
s,16885,26564,16449,26526,17221,19782,22871,16688,15536,19012
s,16884,26590,16451,26520,17221,19781,22840,16686,15525,19027
s,16884,26646,16407,26527,16851,20141,24116,16513,14706,18715
s,16884,26659,16408,26438,16851,20141,24115,16514,14708,18721
s,16884,26664,16408,26440,16852,20141,24109,16515,14709,18725
s,16882,26604,16450,26521,17221,19783,22915,16684,15541,19015
s,16881,26633,16446,26520,17220,19783,22903,16682,15546,19010
s,16881,26609,16448,26520,17219,19783,22900,16683,15542,19013
s,16881,26488,16404,26502,16856,20145,24121,16508,14704,18712
s,16881,26630,16405,26527,16851,20145,24117,16507,14708,18715
s,16880,26622,16447,26555,17219,19786,22905,16680,15542,19009
s,16879,26663,16444,26579,17220,19788,22928,16679,15672,18891
s,16879,11399,16391,20501,16922,20306,24113,16531,14563,18628
s,16878,26617,16447,26525,17221,19785,22891,16681,15548,19006
s,16878,26646,16404,24494,16853,20145,24120,16508,14702,18715
s,16876,26659,16446,26581,17222,19791,22921,16681,15536,19017
s,16876,26647,16403,23301,16852,20147,24114,16505,14701,18727
s,16875,26667,16444,26582,17223,19796,22919,16679,15524,19025
s,16875,26665,16443,26582,17221,19795,22915,16679,15531,19011
s,16874,26656,16445,26541,17224,19796,22939,16678,15507,19030
s,16873,26470,16401,25284,16849,20145,24122,16505,14699,18725
s,16872,26653,16445,26255,17226,19798,22946,16676,15448,19114
s,16872,26586,16399,26569,16854,20145,24100,16500,14698,18724
s,16871,26628,16441,22615,17225,19798,22949,16675,15284,19213
s,16871,26648,16441,26447,17225,19798,22963,16676,15296,19208
s,16870,26462,16439,26570,17222,19796,22945,16672,15274,19222
s,16870,26612,16399,26569,16851,20147,24082,16498,14694,18713
s,16868,25943,16441,23187,17224,19800,22941,16670,15284,19211
s,16866,26416,16437,26540,17224,19798,22944,16669,15286,19214
s,16866,25270,16439,25297,17222,19800,22955,16669,15285,19210
s,16866,23286,16395,17052,16853,20149,24099,16491,14689,18712
s,16866,26663,16398,17100,16854,20148,24114,16495,14693,18712
s,16864,25676,16438,26355,17224,19801,22940,16667,15296,19201
s,16862,26658,16433,26472,17225,19799,23049,16664,15311,19189
s,16862,26635,16435,26434,17222,19797,22967,16665,15298,19196
s,16862,22414,16392,23820,16851,20147,24089,16488,14680,18720
s,16861,26642,16432,25063,17224,19795,23032,16660,15244,19242
s,16861,26544,16393,23710,16853,20146,24093,16490,14683,18725
s,16858,26659,16429,25766,17222,19795,23077,16658,15193,19278
s,16858,26425,16388,25730,16851,20151,24098,16484,14673,18727
s,16857,26647,16427,25796,17225,19796,23068,16656,15189,19277
s,16856,26651,16427,25942,17226,19793,23223,16652,15193,19275
s,16856,26643,16387,23615,16852,20151,24094,16481,14671,18718
s,16856,11435,16612,26258,17009,20378,24130,16534,14528,18587
s,16854,26661,16422,26379,17227,19792,23291,16648,15199,19263
s,16854,26662,16425,26362,17227,19792,23248,16651,15215,19253
s,16852,26632,16383,22277,16853,20150,24058,16477,14666,18715
s,16851,26591,16420,26401,17225,19792,23273,16648,15203,19264
s,16850,26692,16417,21710,17227,19789,23316,16641,15190,19255
s,16850,26689,16419,26429,17227,19792,23323,16645,15191,19260
s,16848,26679,16412,16927,17232,19787,23308,16636,15191,19250
s,16848,26672,16415,16920,17228,19789,23300,16639,15190,19255
s,16848,26658,16379,22716,16852,20153,24079,16476,14664,18719
s,16847,26469,16407,16919,17232,19783,23342,16630,15192,19237
s,16846,26667,16406,16926,17235,19777,23474,16628,15187,19249
s,16846,26663,16408,26482,17229,19782,23359,16635,15190,19252
s,16845,26535,16376,17011,16851,20152,24080,16470,14661,18712
s,16843,26658,16401,26458,17233,19778,23319,16626,15188,19169
s,16843,10278,16369,26562,16850,20155,24083,16463,14652,18706
s,16842,26652,16401,26348,17234,19774,23321,16623,15187,19244
s,16842,10256,16368,26490,16848,20153,24103,16457,14639,18694
s,16842,10253,16370,26490,16848,20151,24086,16460,14645,18705
s,16842,11835,16372,16987,16851,20150,24086,16466,14655,18708
s,16837,10244,16364,26483,16846,20152,24082,16446,14633,18684
s,16836,26654,16397,25665,17236,19773,23546,16621,15184,19244
s,16834,26642,16393,26491,17236,19766,23539,16612,15180,19237
s,16811,8921,16967,17092,17455,20739,26618,17358,21658,19765
s,16810,8938,16968,17098,17460,20741,26615,17355,20341,19770
s,16808,8865,16966,17078,17454,20737,26616,17356,16100,19779
s,16808,8959,16965,17112,17452,20741,26618,17352,19813,19778
s,16807,8964,16969,17117,17454,20741,26607,17351,23752,19767
s,16804,9014,16970,17116,17454,20743,26617,17357,16104,19773
s,16803,9030,16967,17117,17454,20744,26604,17354,16109,19767
s,16802,9037,16966,17117,17455,20743,26601,17350,23166,19765
s,16802,9073,16967,17119,17453,20745,26612,17354,16104,19775
s,16802,9079,16971,17119,17455,20744,26614,17354,16104,19775
s,16802,9108,16974,17146,17454,20749,26614,17355,16105,19777
s,16801,9112,16979,17151,17449,20745,26613,17354,16104,19772
s,16799,10874,16515,18397,16217,19357,26719,16218,14486,17865
s,16798,10873,16517,26268,16220,19349,26721,16226,14512,17859
s,16797,10871,16522,25686,16220,19336,26713,16236,14543,17853
s,16795,9071,16962,17173,17445,20744,26611,17343,16106,19772
s,16793,10869,16525,23520,20646,19316,26717,16254,14584,17841
s,16791,10871,16529,19899,16225,19284,26715,16281,14634,17835
s,16786,10869,16542,18353,16245,19232,26719,16328,14698,17825
s,16786,9100,17013,17194,17437,20744,26612,17331,16105,19770
s,16780,10866,16549,18346,16319,19199,26721,16409,14783,17813
s,16779,9104,16960,17219,17430,20746,26612,17314,16106,19771
s,16773,9090,16958,17230,17425,20746,26614,17303,16107,19772
s,16772,10857,16548,18305,16465,19220,26727,16535,14900,17852
s,16768,9098,16957,17236,17424,20745,26615,17300,16106,19774
s,16765,9123,16955,17240,17424,20745,26616,17297,16103,19773
s,16763,10852,16548,18005,16687,19362,26721,16690,15054,18074
s,16762,9139,16955,17244,17422,20746,26616,17293,16108,19774
s,16759,10841,16547,17216,16915,19844,26725,16840,15195,18553
s,16759,9115,16954,17244,17422,20745,26615,17291,16108,19774
s,16757,10778,16545,16136,16939,20278,26726,16916,15298,18722
s,16757,10809,16545,16208,16944,20154,26722,16876,17443,18718
s,16756,10774,16546,16157,16934,20294,26720,16920,22665,18714
s,16756,10782,16546,16140,16940,20276,26725,16917,15336,18737
s,16756,10783,16546,16142,16939,20274,26725,16917,15353,18760
s,16756,10785,16548,16146,16942,20274,26724,16919,16042,18755
s,16756,10790,16548,16150,16941,20270,26726,16919,15300,18761
s,16756,9705,16510,25472,16727,20378,26728,16799,15179,19036
s,16756,9718,16511,25344,16737,20376,26728,16804,15184,19029
s,16755,10758,16546,16090,16930,20321,26722,16920,17013,18748
s,16755,10780,16545,16109,16931,20301,26719,16919,22368,18724
s,16755,10776,16542,26575,16940,20278,26724,16920,15721,18705
s,16755,10795,16548,16151,16943,20267,26728,16916,23686,18746
s,16755,9707,16512,24988,16732,20375,26727,16803,15182,19034
s,16755,9721,16513,17910,16738,20379,26729,16806,15181,19027
s,16755,9751,16511,24571,16749,20370,26724,16816,15182,19021
s,16755,9758,16513,26487,16755,20369,26723,16821,15185,19016
s,16754,10761,16542,16097,16930,20318,26722,16919,21631,18738
s,16754,10773,16545,16092,16928,20317,26725,16918,16211,18735
s,16754,10779,16544,16096,16931,20311,26727,16920,15297,18742
s,16754,10784,16544,16115,16932,20305,26725,16921,21558,18722
s,16754,10770,16541,26584,16938,20279,26723,16920,16863,18722
s,16754,9668,16510,25828,16695,20373,26724,16786,15162,19031
s,16754,9671,16510,26345,16697,20375,26726,16787,15171,19044
s,16754,9676,16513,16154,16707,20380,26728,16793,15171,19036
s,16754,9681,16511,21969,16709,20377,26728,16795,15174,19030
s,16754,9686,16509,24409,16712,20377,26727,16793,15174,19042
s,16754,9711,16508,25180,16732,20378,26725,16803,15183,19036
s,16754,9715,16510,26539,16733,20377,26726,16805,15184,19032
s,16754,9719,16513,23217,16735,20375,26726,16806,15206,19025
s,16754,9731,16512,25643,16743,20369,26722,16807,15180,19030
s,16754,9756,16513,26301,16754,20365,26724,16822,15182,19017
s,16753,10741,16541,26575,16928,20321,26722,16919,21583,18731
s,16753,10780,16544,16100,16932,20308,26726,16924,15388,18712
s,16753,10766,16542,26581,16934,20288,26725,16923,17488,18713
s,16753,10759,16541,26581,16936,20286,26723,16922,22212,18728
s,16753,10766,16539,26583,16937,20282,26725,16920,21166,18729
s,16753,9664,16517,26222,16704,20377,26724,16777,15161,19031
s,16753,9665,16515,25596,16703,20377,26719,16781,15159,19031
s,16753,9675,16511,25541,16702,20377,26725,16793,15171,19038
s,16753,9693,16511,26615,16718,20380,26728,16796,15229,19039
s,16753,9701,16510,26447,16722,20379,26726,16800,15184,18999
s,16753,9706,16510,24772,16728,20377,26727,16800,15182,19033
s,16753,9739,16510,25452,16748,20369,26722,16812,15180,19027
s,16753,9746,16509,25677,16747,20369,26725,16817,15180,19028
s,16753,9747,16510,24225,16749,20370,26725,16816,15182,19025
s,16753,9752,16511,25795,16752,20366,26722,16817,15182,19017
s,16753,9078,16949,17247,17419,20745,26616,17289,16109,19772
s,16752,10691,16542,16053,16927,20339,26726,16916,15974,18680
s,16752,10700,16543,16080,16928,20335,26724,16915,15284,18696
s,16752,10718,16540,26572,16929,20330,26727,16920,22617,18711
s,16752,9648,16514,26371,16697,20371,26714,16766,15155,19029
s,16752,9654,16514,23234,16697,20371,26718,16771,15222,19034
s,16752,9680,16509,26559,16713,20378,26725,16796,15173,19032
s,16752,9091,16949,17247,17418,20745,26615,17286,16109,19774
s,16751,10700,16538,26590,16927,20339,26720,16914,20587,18689
s,16751,9644,16513,26653,16694,20369,26721,16761,15154,19032
s,16751,9647,16514,23261,16695,20368,26722,16765,15152,19028
s,16751,9657,16514,24454,16695,20373,26716,16777,15156,19008
s,16751,9660,16515,25865,16696,20376,26718,16778,15202,19036
s,16751,9669,16512,24539,16691,20376,26724,16787,15167,19045
s,16751,9673,16509,23650,16700,20377,26728,16785,15170,19042
s,16751,9721,16511,26394,16743,20369,26725,16808,15181,19027
s,16750,10716,16538,26573,16929,20333,26722,16914,16108,18698
s,16750,10726,16539,26577,16928,20327,26721,16920,22598,18716
s,16750,10735,16539,26574,16930,20323,26726,16917,20403,18714
s,16750,9654,16513,26303,16701,20372,26719,16769,15157,19035
s,16749,10640,16539,26596,16920,20372,26723,16918,15259,18699
s,16749,10675,16536,26589,16923,20358,26724,16917,15268,18691
s,16749,9099,16948,17248,17418,20746,26612,17286,16109,19772
s,16749,9259,16990,17473,17374,20741,26623,17340,16133,19795
s,16748,10672,16537,26591,16921,20375,26722,16918,15264,18694
s,16748,10676,16537,26588,16923,20349,26721,16914,15271,18701
s,16748,10690,16539,26592,16924,20344,26725,16917,15275,18694
s,16748,10691,16537,26588,16926,20343,26723,16915,15279,18683
s,16748,9107,16948,17250,17417,20746,26614,17288,16109,19773
s,16748,9100,16946,17244,17414,20745,26614,17288,16110,19774
s,16748,9264,17241,17515,17372,20740,26625,17335,16130,19793
s,16748,9265,16980,17431,17371,20740,26625,17336,16131,19792
s,16748,9265,17240,17243,17373,20739,26623,17336,16130,19794
s,16748,9261,17227,17259,17374,20738,26623,17340,16132,19793
s,16748,9261,17039,17434,17374,20738,26623,17340,16131,19794
s,16747,10581,16541,26471,16922,20367,26725,16915,15258,18685
s,16747,9637,16510,23817,16694,20366,26720,16755,15155,19037
s,16747,9641,16512,24655,16696,20368,26721,16759,15154,19035
s,16747,9272,17230,17231,17373,20741,26624,17329,16127,19792
s,16747,9260,17230,17235,17372,20741,26623,17329,16126,19791
s,16747,9263,17236,17241,17371,20739,26622,17334,16129,19791
s,16747,9267,17241,17244,17372,20739,26624,17336,16131,19793
s,16747,9265,17241,17243,17373,20741,26624,17339,16130,19794
s,16747,9263,17188,17533,17374,20740,26624,17338,16130,19793
s,16746,10673,16538,26530,16922,20366,26719,16907,17588,18656
s,16746,10698,16537,26591,16924,20363,26722,16918,15266,18683
s,16746,10683,16537,26588,16924,20346,26724,16915,15274,18699
s,16746,10693,16538,26589,16924,20342,26725,16914,15277,18693
s,16746,10695,16537,26592,16926,20341,26727,16918,15282,18690
s,16746,9087,16966,17225,17413,20745,26613,17288,16110,19773
s,16746,9254,16932,17467,17372,20745,26622,17320,16124,19791
s,16746,9267,17224,17229,17373,20744,26623,17328,16126,19791
s,16746,9270,17226,17230,17371,20740,26624,17327,16127,19792
s,16746,9271,17227,17230,17372,20744,26621,17328,16125,19790
s,16746,9270,17229,17231,17371,20741,26626,17329,16127,19790
s,16746,9273,17229,17232,17371,20741,26626,17330,16128,19789
s,16746,9256,17231,17234,17372,20741,26624,17331,16127,19791
s,16746,9259,17234,17234,17372,20743,26627,17330,16127,19791
s,16745,9079,16965,17226,17410,20744,26613,17289,16110,19772
s,16745,9106,16960,17231,17410,20747,26611,17288,16109,19774
s,16745,9263,17223,17226,17369,20740,26622,17326,16124,19788
s,16744,11383,16300,17621,16566,20080,21335,16534,14976,18844
s,16744,9629,16508,21334,16691,20359,26723,16750,15159,19039
s,16744,9636,16510,21488,16692,20365,26725,16753,15160,19041
s,16744,9109,16962,17230,17408,20746,26614,17289,16111,19774
s,16744,9220,16935,17460,17371,20744,26621,17319,16123,19788
s,16744,9235,16934,17463,17371,20745,26622,17319,16123,19788
s,16744,9245,16934,17464,17374,20743,26624,17319,16123,19788
s,16744,9250,16932,17465,17371,20743,26623,17319,16124,19790
s,16743,9176,16933,17401,22127,20743,26623,17313,16120,19784
s,16743,9135,16933,17404,21272,20743,26623,17313,16120,19786
s,16743,9156,16934,17424,22150,20741,26624,17316,16122,19786
s,16743,9171,16936,17432,22161,20744,26623,17316,16121,19787
s,16743,9222,16934,17460,17372,20743,26623,17319,16123,19790
s,16743,9235,16934,17462,17373,20743,26622,17319,16124,19789
s,16743,9234,16934,17462,17373,20743,26624,17318,16123,19789
s,16742,9600,16506,26678,16680,20351,26722,16735,15152,19038
s,16742,9605,16506,26613,16684,20353,26720,16739,15154,19041
s,16742,9608,16506,26565,16688,20356,26723,16739,15157,19044
s,16742,9618,16506,26645,16686,20358,26722,16746,15158,19038
s,16742,9117,16961,17231,17406,20748,26613,17288,16111,19774
s,16742,9144,16935,17409,21896,20742,26622,17314,16121,19785
s,16742,9153,16933,17410,21959,20743,26624,17317,16121,19786
s,16742,9146,16935,17418,21882,20742,26624,17315,16120,19786
s,16742,9148,16933,17422,22025,20742,26623,17317,16121,19786
s,16742,9129,16934,17430,22160,20743,26623,17316,16121,19787
s,16742,9204,16933,17454,22138,20740,26622,17319,16123,19790
s,16741,9587,16508,25600,16679,20349,26720,16728,15153,19037
s,16741,9594,16510,25449,16681,20350,26720,16731,15152,19033
s,16741,9604,16504,26488,16684,20350,26721,16738,15154,19038
s,16741,9191,16932,17395,22124,20741,26620,17313,16118,19784
s,16741,9215,16933,17456,17370,20742,26621,17316,16123,19787
s,16740,9579,16506,26660,16679,20347,26720,16726,15151,19035
s,16740,9140,17126,17130,17426,20748,26619,17298,16113,19777
s,16740,9188,17135,17151,20935,20745,26622,17301,16115,19783
s,16739,9117,17096,17117,17399,20710,26614,17293,16112,19774
s,16739,9172,16937,17331,17424,20748,26622,17300,16113,19779
s,16739,9187,17146,17150,17387,20746,26621,17307,16117,19781
s,16738,11374,16300,17605,16577,20105,21340,16565,15037,18813
s,16738,9127,17090,17121,17398,20748,26612,17290,16111,19772
s,16738,9102,17096,17120,17398,20748,26614,17294,16112,19775
s,16738,9098,17097,17120,17399,20748,26614,17293,16112,19774
s,16738,9088,17113,17114,17395,20751,26614,17297,16113,19776
s,16738,9117,17115,17122,17395,20749,26615,17296,16113,19775
s,16738,9124,17122,17125,17410,20749,26617,17298,16114,19777
s,16738,9191,17141,17154,20298,20746,26622,17304,16116,19782
s,16738,9184,17145,17162,17600,20745,26623,17307,16115,19783
s,16738,9178,16938,17353,17612,20744,26620,17306,16117,19783
s,16737,9082,17099,17124,17468,20750,26615,17296,16113,19776
s,16737,9165,16940,17329,17500,20749,26621,17301,16115,19780
s,16737,9176,16936,17332,20143,20745,26619,17300,16116,19782
s,16737,9177,16937,17336,20044,20747,26621,17302,16116,19780
s,16737,9184,16938,17339,17974,20749,26621,17300,16116,19782
s,16736,9099,17099,17120,17397,20750,26615,17291,16113,19775
s,16732,9566,16503,26441,16676,20333,26714,16720,15146,19035
s,16715,25320,16292,23314,16619,20183,21435,16611,15044,18890
s,16705,11536,16291,23105,16696,20312,21139,16686,15066,19034
s,16704,11556,16293,17893,16758,20374,26169,16729,15121,19030
s,16703,11467,16283,17877,16769,20375,24282,16779,15148,19081
s,16703,11550,16290,17892,16758,20372,24748,16751,15130,19048
s,16703,11551,16292,17857,16737,20361,20889,16731,15118,19049
s,16702,11534,16282,17879,16765,20372,25471,16766,15138,19068
s,16702,11542,16287,17886,16760,20373,25172,16763,15135,19062
s,16702,11549,16290,17889,16757,20372,25217,16755,15131,19053
s,16702,11552,16291,17895,16758,20372,23708,16746,15125,19043
s,16701,11456,16281,17879,16767,20372,24237,16789,15156,19094
s,16701,11399,16279,17876,16766,20373,24236,16784,15153,19086
s,16698,11439,16280,17876,16767,20374,24467,16791,15152,19092
s,16694,11438,16277,17878,16769,20373,24681,16795,15158,19103
s,16691,11461,16276,17876,16768,20374,24827,16800,15159,19106
s,16689,9637,16958,16953,17471,20718,26612,17281,16352,19820
s,16688,9627,16955,16951,17428,20719,26610,17278,16691,19818
s,16687,9648,16959,16953,17675,20717,26611,17282,16343,19819
s,16686,11466,16269,17870,16767,20371,24607,16808,15162,19112
s,16686,11479,16272,17874,16767,20374,24882,16805,15160,19107
s,16686,9620,16951,16946,17427,20720,26610,17274,16470,19819
s,16686,9620,16953,16947,17427,20719,26610,17278,16570,19818
s,16686,9619,16953,16949,17608,20719,26608,17277,16492,19818
s,16686,9630,16954,16950,17428,20719,26612,17278,16470,19820
s,16686,9633,16957,16951,17441,20718,26612,17281,16107,19820
s,16686,9636,16957,16955,18919,20720,26612,17284,16338,19820
s,16682,9625,16949,16945,17424,20719,26607,17274,16100,19816
s,16681,11504,16268,17867,16765,20374,24290,16811,15204,19083
s,16680,9614,16930,16919,17426,20722,26607,17255,16041,19811
s,16679,9626,16964,16857,17423,20721,26604,17247,16038,19808
s,16679,9609,16964,16868,17429,20722,26606,17252,16762,19808
s,16679,9611,16928,16917,17427,20721,26605,17254,16040,19811
s,16678,9613,16964,16866,17424,20721,26603,17250,16039,19809
s,16678,9613,16955,16882,17425,20724,26605,17250,16041,19810
s,16678,9607,16930,16908,17425,20722,26605,17252,16972,19809
s,16676,11502,16264,17872,16767,20374,25306,16815,15164,19126
s,16676,11507,16265,17870,16765,20373,24191,16813,15164,19066
s,16676,9611,16964,16854,17422,20720,26597,17246,16037,19806
s,16676,9598,16962,16862,17426,20721,26603,17249,16039,19808
s,16675,11476,16257,17865,16769,20377,26170,16824,15160,19131
s,16675,11495,16261,17871,16765,20377,26060,16819,15163,19127
s,16675,9575,16959,16836,17418,20716,26597,17223,16029,19801
s,16674,11490,16264,17874,16766,20373,25931,16816,15164,19124
s,16674,9782,16898,16897,17421,20613,26558,17162,19042,19722
s,16674,9710,16897,16897,17406,20635,26597,17156,16095,19737
s,16674,9581,16960,16840,17427,20718,26601,17219,16028,19797
s,16674,9564,16962,16839,17421,20719,26598,17225,16030,19800
s,16674,9579,16956,16846,17420,20720,26599,17229,16031,19803
s,16674,9563,16962,16835,17422,20719,26598,17230,16031,19801
s,16674,9578,16962,16840,17422,20719,26602,17233,16035,19803
s,16674,9575,16961,16850,17422,20719,26594,17242,16035,19805
s,16673,11480,16259,17866,16767,20377,26150,16822,15160,19128
s,16673,11486,16261,17869,16768,20377,26112,16822,15174,19113
s,16673,9583,16962,16838,17433,20718,26600,17211,16029,19797
s,16673,9574,16960,16837,17482,20716,26598,17212,17545,19796
s,16673,9578,16960,16836,17466,20718,26598,17220,16026,19800
s,16673,9548,16960,16837,17422,20719,26600,17232,16123,19803
s,16672,11473,16252,17858,16766,20379,26199,16826,15158,19129
s,16672,9833,16897,16896,17404,20611,26558,17164,18923,19722
s,16672,9767,16899,16898,17414,20624,26600,17164,16788,19729
s,16672,9607,16959,16832,18218,20713,26591,17196,18271,19791
s,16671,11474,16250,17850,16767,20377,26200,16827,15155,19132
s,16671,11474,16254,17861,16767,20377,26182,16826,15159,19128
s,16671,9716,16897,16897,17486,20611,26557,17160,19251,19719
s,16671,9821,16894,16894,17599,20612,26557,17161,19296,19719
s,16671,9762,16897,16896,20987,20616,26597,17165,18919,19726
s,16671,9641,16953,16835,17514,20713,26592,17183,16021,19789
s,16671,9630,16959,16829,18040,20711,26594,17195,16035,19792
s,16670,11432,16235,17849,16762,20377,26411,16825,15243,19130
s,16670,9930,16895,16893,18406,20613,26555,17152,19621,19714
s,16670,9818,16897,16891,21926,20610,26558,17159,18635,19718
s,16670,9639,16904,16886,19580,20710,26589,17163,23156,19778
s,16669,11474,16226,17902,16761,20380,26417,16824,15143,19128
s,16669,11476,16243,17831,16765,20378,26405,16827,15153,19131
s,16669,9601,16956,16818,19567,20709,26589,17166,16018,19784
s,16669,9648,16959,16828,19573,20712,26593,17178,16020,19789
s,16668,11467,16227,17898,16765,20380,26421,16822,15176,19095
s,16668,11437,16226,26565,16758,20378,26415,16826,15144,19128
s,16668,11466,16246,17841,16769,20378,26378,16824,15155,19131
s,16668,9647,16937,16847,19550,20704,26577,17155,20317,19778
s,16668,9587,16940,16837,19559,20708,26577,17155,23097,19771
s,16668,9643,16957,16887,19593,20711,26590,17174,16018,19785
s,16668,9638,16959,16829,18033,20714,26592,17191,16024,19791
s,16667,11428,16222,17891,16763,20384,26425,16820,15136,19116
s,16667,11456,16225,17893,16764,20383,26424,16822,15137,19123
s,16667,11481,16231,17893,16761,20378,26412,16826,15148,19130
s,16667,11486,16229,26497,16759,20376,26412,16827,15150,19130
s,16666,9974,16895,16892,17394,20614,26551,17149,19598,19711
s,16664,11480,16221,17903,16762,20380,26427,16818,15126,19097
s,16664,11472,16221,26485,16762,20379,26427,16819,15130,19107
s,16662,11473,16219,17893,16761,20382,26429,16815,15120,19089
s,16661,11473,16216,26560,16758,20377,26420,16812,15115,19078
s,16659,11471,16212,26558,16757,20373,26433,16810,15111,19068
s,16658,11465,16215,17897,16756,20372,26438,16807,15108,19064
s,16656,11457,16214,17895,16758,20367,26429,16798,15095,21289
s,16653,11450,16210,17890,16757,20363,26438,16804,15101,19054
s,16647,11442,16206,17881,16759,20356,26433,16800,15095,19053
s,16644,11423,16196,17855,16745,20341,26450,16793,15086,19069
s,16570,10769,16195,17703,16968,19648,17709,14503,13008,16733
s,16566,10747,16180,17825,16974,19850,17692,14515,13050,16765
s,16566,10753,16187,17822,16972,19851,17693,14510,13037,16755
s,16566,10764,16192,17825,16973,19811,17701,14531,13042,16764
s,16563,10786,16207,18257,16956,19101,17632,14511,12979,16562
s,16562,10779,16199,17748,16963,19166,17679,14518,12997,16682
s,16561,10294,16166,17800,16967,19864,17741,14538,13079,16801
s,16561,10396,16170,17798,16970,19864,17734,14538,13074,16799
s,16560,10309,16168,17798,16968,19858,17738,14544,13081,16802
s,16559,10326,16168,17802,16968,19861,17732,14544,13079,16807
s,16559,10765,16198,17647,16960,19347,17704,14523,13011,16711
s,16558,10264,16165,17794,16967,19859,17737,14536,13078,16807
s,16557,10510,16174,17794,16974,19858,17736,14538,13070,16798
s,16557,10643,16177,17806,16973,19859,17706,14518,13053,16773
s,16556,10252,16166,17784,16972,19853,17756,14545,13083,16811
s,16556,10259,16163,17786,16969,19856,17734,14534,13077,16804
s,16556,10806,16203,18963,16934,19001,17629,14498,12864,16328
s,16555,10529,16126,17202,16804,20238,17825,14505,13019,16771
s,16555,10652,16110,16983,16811,20233,17836,14508,13067,16783
s,16553,10478,16114,16696,16824,20093,17858,14523,13085,16795
s,16551,9833,16134,16652,16863,19960,17861,14532,13080,16797
s,16551,10961,16207,19490,16878,19004,17664,14475,12330,16209
s,16550,10526,16117,17192,16813,20230,17804,14483,13065,18454
s,16550,10222,16157,17779,16964,19849,17753,14540,13084,16815
s,16548,9207,16076,17172,16775,20343,17819,14459,13035,16726
s,16547,8607,16077,17155,16767,20272,17806,14460,13023,16727
s,16547,6864,16142,16911,16932,19937,17833,14516,13063,16769
s,16546,6792,16173,17103,16967,19929,17854,14528,13084,16795
s,16544,10243,16073,17146,16757,20142,17825,14478,13036,16748
s,16544,8116,16199,17168,16975,19719,17785,14525,13076,16803
s,16544,11046,16246,20437,16620,19513,17793,14397,11498,16229
s,16543,7135,16208,17175,16976,19783,17834,14532,13090,16789
s,16542,7027,16201,17164,16977,19883,17851,14521,13069,16782
s,16537,13205,16059,17485,16731,20284,17766,14455,13005,16717
s,16537,13206,16058,17488,16731,20283,17811,14463,13013,16723
s,16536,13201,16057,17479,16731,20287,17812,14453,12999,16711
s,16536,13164,16057,17370,16735,20217,17800,14461,13008,16727
s,16535,13204,16060,17484,16735,20286,17815,14482,13028,16727
s,16535,13208,16058,17485,16733,20286,17807,14456,13013,16731
s,16535,13217,16061,17478,16733,20285,17815,14483,13013,16722
s,16535,11355,16061,17214,16748,20089,17793,14469,13022,16728
s,16534,13200,16056,17481,16734,20284,17789,14447,12993,16701
s,16533,13198,16055,17475,16729,20289,17747,14412,12951,16662
s,16533,13202,16058,17480,16733,20287,17810,14456,13002,16710
s,16533,13201,16058,17482,16734,20285,17829,14450,13011,16733
s,16532,13200,16053,17476,16731,20285,17773,14430,12966,16677
s,16532,13199,16055,17477,16733,20288,17784,14423,12979,16693
s,16532,13201,16057,17482,16733,20290,17785,14435,12985,16696
s,16531,13195,16056,17459,16735,20291,17286,13889,12784,16455
s,16531,13198,16055,17463,16733,20289,17673,14333,12882,16569
s,16531,13200,16057,17479,16733,20283,17770,14428,12968,16673
s,16530,13196,16054,17468,16730,20286,17654,14300,12869,16552
s,16529,13197,16054,17454,16732,20293,17718,14366,12917,16618
s,16529,13194,16054,17462,16729,20291,17622,14289,12846,16530
