Znak,P1_1,P1_2,P2_1,P2_2,P3_1,P3_2,P4_1,P4_2,P5_1,P5_2
n,16300,26613,15629,19482,15982,19713,26713,14927,12499,14766
n,16298,26665,15756,23173,14681,20314,25194,14853,11918,14810
n,16298,9008,16395,20831,16628,20583,26723,16495,14689,19143
n,16297,26678,15849,20713,16339,23558,26015,15511,13352,17836
n,16291,26621,15748,25478,14672,20314,25189,14849,11916,14800
n,16290,26683,15624,19479,15819,19711,26715,14922,12496,14766
n,16285,12191,15752,19918,15700,18828,26711,14878,12420,14680
n,16283,12202,15763,25277,15388,18932,26712,14892,12437,14673
n,16283,12208,15780,19982,15704,19174,26710,14900,12447,14661
n,16282,12174,15733,26403,16012,18820,26710,14862,12406,14680
n,16280,12169,15720,25794,15276,18926,26708,14836,12382,14679
n,16279,26688,15791,19338,15292,20124,19326,14889,12249,16524
n,16277,26679,15785,20613,16164,20519,26661,16268,13829,18722
n,16275,26675,15617,19473,15202,19705,26713,14915,12492,14764
n,16274,26675,15849,20757,16433,26712,19996,15701,16807,18062
n,16264,25820,15789,20000,15714,19315,26716,14902,12452,14645
n,16252,26672,15618,19528,15591,19726,26713,14920,12491,14762
n,16248,26658,15790,20025,15031,19446,26712,14903,12456,14654
n,16246,26660,15716,20518,16233,20291,26641,16094,13606,18681
n,16238,26679,15655,20387,16951,20202,25150,14933,12564,17386
n,16236,26677,15621,19589,15812,19739,26713,14917,12492,14760
n,16232,25381,15788,25224,14688,19572,26712,14908,12455,14664
n,16225,26700,15618,19621,14690,19740,26714,14928,12494,14757
n,16224,26672,15623,20454,15370,20142,25282,14689,12014,16732
n,16223,26674,15586,19653,14674,19736,26711,14928,12490,14756
n,16220,26684,15588,19657,14681,19733,26714,14926,12488,14758
n,16216,26681,15636,20465,14967,20228,25286,14624,11743,15976
n,16215,26638,15656,20565,14717,20352,25305,14634,11452,15418
n,16214,26694,15595,20565,14631,20353,25118,14402,11259,15200
n,16214,23876,15703,26630,18221,19630,26713,14903,12456,14670
n,16214,7634,16977,21103,20626,20789,26179,16447,13818,15204
n,16213,26638,15645,20554,14700,20349,25289,14621,11424,15411
n,16213,26694,15647,20557,14703,20353,25294,14627,11427,15411
n,16213,26628,15652,20560,14707,20350,25299,14628,11432,15414
n,16213,26627,15654,20563,14711,20353,25296,14629,11433,15416
n,16213,25883,15648,26629,14746,20340,25312,14632,11525,15395
n,16213,26677,15586,19661,14664,19734,26713,14917,12481,14754
n,16213,7633,16975,21103,19421,20792,26180,16446,13820,15197
n,16212,26671,15565,20554,14594,20347,25017,14333,11198,15120
n,16212,26686,15580,20561,14619,20351,25031,14358,11222,15151
n,16212,26695,15603,20564,14623,20355,25138,14443,11284,15209
n,16212,7633,16977,21102,20901,20788,26183,16446,13819,15189
n,16212,7632,16976,21102,21193,20790,26177,16447,13818,15201
n,16211,26598,15491,20528,14377,20342,24748,14114,11002,14941
n,16211,26526,15501,20532,14393,20343,24805,14160,11030,14985
n,16211,26663,15539,20543,14507,20346,24922,14253,11119,15059
n,16211,26670,15551,20548,14556,20348,24989,14318,11175,15114
n,16211,26680,15588,20562,14629,20351,25097,14389,11244,15182
n,16211,7633,16975,21104,19476,20791,26181,16447,13824,15195
n,16211,7631,16977,21103,17232,20790,26179,16445,13821,15193
n,16210,26646,15645,20555,14698,20350,25286,14615,11419,15405
n,16209,22206,15482,20521,14362,20343,24743,14094,10973,14919
n,16209,26652,15546,20545,14533,20347,24939,14275,11135,15078
n,16209,26661,15607,20558,14630,20350,25145,14471,11312,15229
n,16209,7636,16976,21104,19611,20790,26180,16448,13825,15199
n,16208,26637,15864,21935,16075,20245,19851,15325,12892,17809
n,16208,7633,16975,21105,17233,20791,26179,16450,13826,15192
n,16208,7636,16974,21104,20907,20790,26179,16448,13825,15200
n,16208,7635,16975,21103,17231,20789,26176,16445,13819,15197
n,16207,25156,15470,20510,14347,20343,24751,14084,10964,14911
n,16207,26663,15511,20540,14416,20346,24862,14196,11061,15018
n,16207,26666,15532,20541,14471,20342,24874,14242,11094,15047
n,16206,26652,15802,19246,15390,20073,19355,14927,12343,16654
n,16205,26662,15610,20551,14635,20344,25155,14483,11328,15236
n,16205,7633,16973,21106,17233,20793,26184,16447,13824,15195
n,16204,26677,15642,20554,14695,20351,25264,14600,11405,15391
n,16204,7630,16976,21104,17234,20791,26181,16448,13828,15195
n,16204,7633,16973,21103,17231,20790,26182,16448,13827,15193
n,16203,26662,15611,20553,14643,20346,25164,14491,11336,15244
n,16203,26657,15614,20553,14649,20340,25185,14498,11334,15267
n,16203,26654,15642,19916,18205,19653,26712,14892,12458,14678
n,16203,7629,16973,21103,17235,20791,26181,16448,13832,15193
n,16203,7629,16974,21103,17235,20793,26182,16448,13828,15186
n,16202,7623,16974,21105,17328,20793,26182,16448,13835,15195
n,16202,7626,16974,21106,17261,20792,26183,16448,13834,15205
n,16201,23017,15453,20505,14331,20339,24743,14075,10973,14930
n,16199,7614,16971,21105,18305,20792,26182,16449,13841,15206
n,16199,7618,16971,21102,18093,20790,26178,16448,13834,15206
n,16198,26659,15525,20536,14437,20345,24858,14212,11067,15024
n,16198,26668,15618,20553,14654,20349,25180,14497,11341,15303
n,16198,26668,15639,20556,14693,20353,25261,14595,11403,15396
n,16198,26671,15626,19911,18226,19666,26712,14894,12465,14683
n,16198,26679,15590,19675,15670,19729,26713,14914,12476,14753
n,16198,7624,16971,21104,18905,20791,26182,16448,13836,15200
n,16198,7622,16972,21105,18650,20791,26180,16448,13836,15212
n,16197,26286,15623,20554,14660,20351,25185,14520,11358,15319
n,16197,26474,15626,20554,14665,20352,25205,14543,11370,15330
n,16197,7615,16970,21104,17948,20792,26178,16447,13839,15203
n,16197,7616,16970,21105,17837,20791,26180,16449,13839,15198
n,16196,7617,16970,21104,17845,20792,26179,16447,13838,15198
n,16196,7618,16972,21105,17782,20792,26182,16447,13839,15207
n,16196,7616,16971,21104,18069,20791,26179,16449,13841,15202
n,16195,26586,15626,20555,14670,20351,25217,14557,11382,15343
n,16195,7616,16971,21105,17846,20792,26176,16447,13838,15195
n,16194,7613,16969,21105,17840,20794,26178,16447,13838,15194
n,16193,26639,15629,20555,14676,20352,25224,14563,11383,15346
n,16193,26623,15634,20554,14684,20352,25245,14566,11382,15380
n,16193,26625,15638,20556,14690,20353,25256,14587,11399,15390
n,16191,26620,15632,20555,14672,20352,25240,14545,11363,15360
n,16191,7608,16969,21105,17879,20792,26179,16444,13837,15199
n,16189,26624,15634,20551,14678,20350,25237,14552,11371,15374
n,16189,26672,15584,19711,16652,19720,26711,14910,12477,14741
n,16188,22941,15438,20500,14312,20337,24721,14047,10944,14906
n,16187,26693,15624,19878,18365,19674,26709,14893,12464,14695
n,16187,7605,16968,21103,18176,20790,26175,16444,13835,15187
n,16185,26143,15580,19745,18540,19713,26710,14904,12474,14732
n,16183,7612,16969,21103,19002,20792,26179,16442,13833,15183
n,16182,7605,16969,21104,19022,20793,26179,16437,13836,15179
n,16182,7605,16968,21104,19020,20793,26177,16440,13837,15190
n,16182,7610,16967,21105,18953,20793,26179,16442,13836,15187
n,16182,7610,16969,21104,18897,20792,26180,16441,13834,15191
n,16181,26690,15607,19799,18497,19686,26710,14896,12466,14699
n,16181,7607,16968,21103,19292,20791,26179,16439,13836,15183
n,16181,7604,16969,21104,19362,20792,26178,16440,13835,15165
n,16180,7604,16968,21101,19401,20790,26176,16423,13829,15183
n,16180,7601,16969,21104,18948,20792,26179,16437,13834,15188
n,16180,7605,16968,21102,18958,20790,26178,16439,13838,15186
n,16179,7604,16968,21104,19097,20792,26176,16435,13834,15182
n,16178,24052,16881,20730,16329,20178,17586,15581,12862,15598
n,16178,7598,16968,21101,17306,20789,26164,25887,13825,15167
n,16178,7594,16969,21103,17269,20791,26180,16416,13830,15181
n,16178,7601,16969,21102,18681,20791,26173,16419,13830,15178
n,16178,7603,16968,21105,19777,20790,26176,16425,13829,15181
n,16177,23836,15582,19746,18584,19709,26714,14902,12473,14727
n,16175,7599,16968,21100,19085,20790,26166,25905,13824,15174
n,16175,7597,16968,21101,18054,20788,26164,25294,13826,15170
n,16175,7598,16969,21099,17278,20791,26180,16415,13832,15179
n,16174,7596,16965,21098,17385,20786,26161,26231,13823,15169
n,16174,7598,16968,21100,18746,20789,26180,25847,13825,15163
n,16173,26687,15591,19756,17862,19700,26713,14891,12461,14711
n,16173,26683,15590,19755,17807,19707,26711,14896,12469,14721
n,16171,7603,16968,21100,19117,20789,26163,23949,13816,15182
n,16171,7597,16966,21099,20168,20786,26165,22399,13818,15181
n,16171,7599,16967,21099,20052,20785,26156,26513,13813,15178
n,16171,7598,16967,21098,20108,20786,26159,24877,13815,15179
n,16171,7597,16967,21100,20127,20785,26162,25613,13816,15174
n,16170,7599,16966,21099,19706,20787,26161,24471,13817,15183
n,16169,7599,16967,21098,19202,20788,26156,26538,13811,15159
n,16169,7602,16967,21100,19274,20787,26157,22633,13814,15181
n,16168,7592,16965,21097,19282,20787,26312,26089,13815,15165
n,16168,7604,16968,21100,19109,20787,26161,26525,13812,15172
n,16167,26674,15874,19768,15771,20028,19640,15173,12703,17407
n,16167,7594,16966,21095,19848,20787,26178,25738,13810,15172
n,16167,7594,16965,21097,19865,20785,26325,26524,13812,15155
n,16167,7595,16964,21096,19343,20788,26313,22447,13817,15174
n,16167,7597,16965,21096,19337,20787,26304,25925,13819,15173
n,16167,7602,16966,21098,20161,20788,26225,24784,13817,15174
n,16167,7602,16966,21096,20279,20784,26165,25943,13816,15169
n,16166,7597,16965,21097,19767,20786,26201,25746,13810,15174
n,16166,7597,16965,21098,19618,20787,26315,26549,13814,15170
n,16166,7604,16966,21096,19321,20786,26159,25009,13812,15172
n,16163,7593,16963,21096,19766,20783,26162,25071,13806,15166
n,16160,26685,15810,19402,15534,20032,19407,14949,12406,16844
n,16156,26588,15838,19697,15814,20031,19546,15085,12567,17215
n,16147,7530,16962,21097,17259,20787,26159,25745,13848,15136
n,16147,7532,16962,21096,17258,20788,26158,26020,13853,15138
n,16146,7509,16962,21094,19215,20786,26155,26422,13851,15129
n,16146,7513,16962,21093,17259,20788,26154,26437,13848,15133
n,16143,7501,16961,21092,19655,20787,26154,26441,13850,15142
n,16143,7506,16961,21093,19556,20787,26154,26504,13847,15136
n,16143,7507,16962,21093,17263,20789,26154,26557,13847,15128
n,16140,7499,16961,21092,19613,20786,26151,24963,13848,15124
n,16139,26516,15739,20310,16774,20241,25444,15005,12053,14922
n,16139,26697,15427,20508,14291,20330,24732,14041,10921,14879
n,16139,7495,16960,21091,19094,20788,26155,25645,13846,15136
n,16137,26515,15741,20312,18417,20247,25455,15014,12068,14917
n,16136,26515,15738,20310,16852,20248,25451,15010,12064,14912
n,16136,26515,15740,20310,16854,20248,25440,15007,12062,14908
n,16136,26515,15741,20311,17469,20246,25444,15009,12064,14913
n,16135,26516,15734,20310,14562,20251,25448,15008,12060,14904
n,16135,26517,15735,20309,14542,20249,25445,15006,12059,14905
n,16135,26514,15740,20312,16443,20250,25454,15010,12064,14915
n,16134,26519,15729,20305,16760,20247,25457,15001,12054,14902
n,16134,26517,15730,20308,16595,20248,25460,15009,12061,14902
n,16134,26618,15731,20307,17194,20248,25457,15013,12060,14906
n,16134,26518,15737,20308,17647,20249,25447,15008,12062,14904
n,16134,26516,15737,20312,17792,20249,25445,15007,12062,14907
n,16133,26511,15726,20303,17211,20249,25452,14994,12050,14894
n,16133,26514,15728,20306,17312,20246,25453,15004,12057,14905
n,16133,26641,15727,20307,16983,20244,25464,15011,12063,14905
n,16133,26519,15733,20308,14540,20250,25455,15010,12060,14905
n,16133,7483,16960,21089,19977,20785,26151,25320,13838,15127
n,16132,26581,15712,20297,14490,20251,25458,14988,12043,14880
n,16132,26511,15716,20300,16871,20249,25458,14990,12049,14886
n,16132,26514,15727,20307,16976,20247,25454,14996,12050,14896
n,16131,26533,15706,20293,14487,20249,25464,14988,12044,14884
n,16131,26513,15714,20303,17091,20249,25464,14992,12048,14884
n,16131,26514,15726,20302,17078,20247,25457,14994,12051,14895
n,16130,26518,15704,20286,14481,20250,25460,14983,12042,14880
n,16130,26664,15712,20300,14492,20248,25458,14985,12044,14878
n,16130,26513,15718,20301,17239,20249,25453,14990,12044,14887
n,16130,26513,15719,20301,16916,20249,25462,14993,12050,14891
n,16130,26515,15721,20303,17651,20248,25457,14993,12051,14894
n,16130,26516,15722,20303,17567,20248,25455,14994,12051,14895
n,16129,26521,15703,20284,14480,20247,25463,14983,12043,14880
n,16118,26547,15621,20292,14374,20188,25455,14877,11934,14811
n,16118,26531,15686,20271,14458,20241,25461,14956,12022,14854
n,16116,26535,15685,20270,14455,20241,25460,14956,12021,14852
n,16115,26580,15683,20267,14442,20237,25458,14949,12015,14852
n,16115,26627,15683,20269,14447,20239,25455,14950,12016,14851
n,16111,26615,15640,20224,14398,20095,25458,14911,11975,14815
n,16111,26537,15674,20262,14432,20227,25466,14947,12009,14853
n,16111,26583,15679,20265,14436,20233,25454,14943,12010,14848
n,16110,26561,15670,20252,14430,20204,25470,14944,12006,14846
n,16110,26540,15673,20256,14432,20218,25468,14944,12005,14850
n,16110,26554,15680,20262,14437,20231,25456,14946,12010,14850
n,16109,26537,15658,20204,14427,20087,25468,14932,12000,14833
n,16109,26562,15666,20239,14427,20135,25469,14942,12006,14838
n,16104,7461,16960,21078,19101,20794,26362,26294,13801,15140
n,16103,7453,16960,21080,19360,20795,26381,16421,13812,15142
n,16101,7450,16959,21076,19281,20794,26381,16420,13815,15147
n,16100,7426,16959,21077,18874,20794,26382,16419,13813,15141
n,16096,7437,16958,21075,19014,20795,26361,26472,13803,15132
n,16093,26636,15611,20322,14341,20251,25456,14835,11847,14802
n,16093,7448,16958,21074,18807,20794,26368,19029,13804,15124
n,16092,7448,16959,21071,17826,20793,26381,16415,13810,15127
n,16091,7453,16957,21069,17269,20794,26382,16410,13804,15130
n,16091,7453,16959,21070,17266,20795,26381,16411,13806,15128
n,16085,7457,16957,21067,17274,20800,26361,25157,13802,15144
n,16075,7374,16942,21050,17315,20796,26145,26556,13988,15070
n,16066,7145,16929,21096,17255,20777,24437,16614,14078,15082
n,16052,12320,15445,20441,13712,20514,16195,12831,10771,13516
n,16052,12320,15443,20440,13711,20512,16193,12831,10774,13523
n,16050,7334,16945,21047,17312,20797,26151,24780,13883,15049
n,16050,7366,16953,21047,17275,20798,26358,26493,13758,15113
n,16050,12320,15439,20454,13702,20521,16187,12826,10761,13517
n,16050,12320,15443,20450,13702,20521,16181,12826,10762,13521
n,16049,7365,16953,21046,17272,20798,26360,26487,13750,15117
n,16049,12317,15441,20449,13705,20520,16179,12824,10764,13513
n,16049,12320,15444,20444,13708,20518,16188,12828,10766,13512
n,16048,7184,16931,21096,17234,20771,26126,16598,14036,15016
n,16047,12320,15439,20454,13694,20521,16184,12819,10757,13509
n,16047,5544,15847,16350,15848,19275,18017,13937,12568,16515
n,16046,7358,16951,21044,17271,20797,26362,26482,13742,15113
n,16046,12319,15441,20455,13699,20524,16183,12830,10756,13513
n,16044,12317,15439,20454,13693,20528,16185,12821,10759,13518
n,16043,7349,16951,21045,17272,20797,26360,26570,13734,15099
n,16042,12315,15433,20451,13686,20521,16175,12811,10742,13505
n,16041,7316,16945,21047,17302,20798,26152,26431,13784,15079
n,16041,7341,16951,21045,17271,20796,26361,25260,13724,15100
n,16040,7327,16945,21048,17303,20797,26151,24946,13825,15053
n,16040,7318,16945,21047,17302,20800,26156,24796,13771,15064
n,16039,7310,16946,21048,17305,20799,26155,26112,13769,15060
n,16039,12311,15423,20456,13660,20526,16158,12775,10729,13468
n,16038,7340,16951,21044,17269,20798,26361,26589,13713,15101
n,16038,12310,15422,20459,13661,20526,16143,12773,10728,13467
n,16037,7334,16947,21048,17302,20797,26152,26557,13791,15099
n,16037,12451,15467,20438,13740,20502,16156,12964,10874,13571
n,16036,12310,15417,20457,13653,20524,16152,12772,10726,13473
n,16036,12441,15469,20446,13723,20526,16185,12875,10813,13540
n,16035,7333,16952,21042,17272,20798,26359,26597,13701,15070
n,16035,12313,15418,20457,13656,20524,16163,12778,10730,13468
n,16035,5491,15853,16086,15840,18889,17964,13905,12444,16447
n,16034,7186,16932,21094,17229,20765,26128,16586,13996,14960
n,16034,12309,15405,20454,13645,20523,16167,12773,10728,13476
n,16033,12310,15410,20457,13648,20522,16153,12773,10725,13465
n,16033,12425,15464,20443,13717,20524,16189,12862,10803,13547
n,16032,7334,16946,21046,17299,20797,26152,26254,13791,15094
n,16032,12307,15407,20454,13648,20525,16166,12760,10726,13456
n,16032,12309,15409,20455,13648,20523,16168,12764,10727,13460
n,16032,12308,15409,20454,13648,20523,16168,12769,10727,13466
n,16031,7323,16949,21045,17272,20798,26360,26473,13691,15083
n,16031,12306,15400,20448,13638,20517,16152,12769,10721,13464
n,16029,7315,16946,21046,17297,20796,26153,26577,13781,15102
n,16029,7305,16950,21043,17271,20794,26357,26595,13678,15095
n,16028,12304,15394,20456,13631,20529,16151,12737,10709,13446
n,16028,12305,15399,20456,13636,20534,16149,12746,10713,13448
n,16028,12305,15405,20455,13638,20530,16159,12749,10718,13451
n,16026,12307,15406,20457,13638,20534,16167,12751,10722,13457
n,16024,12304,15401,20454,13616,20534,16157,12740,10716,13439
n,16023,7297,16950,21043,17271,20797,26359,26585,13670,15099
n,16022,12305,15398,20453,13600,20537,16150,12729,10705,13435
n,16022,12303,15398,20457,13608,20538,16157,12740,10707,13442
n,16022,12303,15401,20454,13621,20531,16150,12739,10713,13445
n,16022,12307,15397,20456,13623,20534,16157,12734,10707,13446
n,16018,5569,15849,15619,15881,18256,17853,13886,12209,16276
n,16017,12302,15393,20450,13584,20534,16147,12720,10703,13431
n,16013,12302,15394,20453,13537,20549,16126,12678,10675,13413
n,16011,6828,15752,15751,15826,18032,17619,13888,12045,15646
n,16010,7250,16947,21042,17285,20795,26152,26576,13720,15103
n,16009,12300,15391,20450,13528,20550,16129,12672,10671,13412
n,16008,12300,15392,20448,13518,20553,16121,12660,10657,13399
n,16008,12298,15389,20451,13523,20552,16126,12674,10666,13404
